id,drupal_id,drupal_uuid,title,content,author,date,project_id,status,migration_status
c28ab3db-7003-4ddf-b3aa-cf8ed8c9acbe,7278,c28ab3db-7003-4ddf-b3aa-cf8ed8c9acbe,"Algeria Selects Contractors for Round 1 of Tafouk Solar Project","<p><a href=""https://www.enerdata.net/publications/daily-energy-news/algeria-unveils-winners-its-2-gw-solar-auction-chinese-firms-dominate.html"">https://www.enerdata.net/publications/daily-energy-news/","Enerdata",2023-11-07T00:00:00,4712ed2b-eea9-4f30-988a-3e6111567646,published,success
3a552eb4-10d9-46e2-8c6f-41208291259a,6739,3a552eb4-10d9-46e2-8c6f-41208291259a,"Contract Signed For Wastewater Treatment Plant","<p>On Thursday, March 13, 2025, a contract was signed to establish a state-of-the-art wastewater treatment plant in Gabes.&nbsp;</p><p>&nbsp;</p><p>The signing ceremony took place in the presence of M","JICA in Tunisia",2025-03-13T00:00:00,b3ec6cbd-755a-4b57-88a2-f984d4959478,published,success
53978c49-d0d4-4d56-b86b-79989a7d73cb,6758,53978c49-d0d4-4d56-b86b-79989a7d73cb,"Castle Gate Lifestyle Centre, South Africa","<p>The Castle Gate Lifestyle Centre is a modern retail hub located in Pretoria, South Africa. It encompasses a wide array of retail, dining, and service options, designed to serve as a central hub for","Retail Insight Network",2024-07-19T00:00:00,665d770a-e0d2-4786-9dfe-f1b38df554f4,published,success
d6181baf-eefd-4109-aca1-61e76e03aeab,6736,d6181baf-eefd-4109-aca1-61e76e03aeab,"Mumbezhi Mining Licences Granted","<p>Prospect Resources Ltd is pleased to confirm the granting of two Large- Scale Mining Licences (LML) covering the entire land holding at its flagship Mumbezhi Copper Project in north-west Zambia.</p","Prospect Resources Ltd",2025-03-17T00:00:00,545e76bb-f2c7-4b08-b918-96a5c25c9295,published,success
42e4b77d-9487-4a1f-83c4-5fbf7bde09ec,6737,42e4b77d-9487-4a1f-83c4-5fbf7bde09ec,"Maiden Mineral Resource Estimate for Mumbezhi Exceeds 500kt Contained Copper","<p>Initial Mineral Resource estimate (MRE) for Mumbezhi Copper Project of 107.2 Mt at an average grade of 0.5% Cu for 515 kt total contained copper (0.2% Cu cut-off).</p><p>Initial declaration limited","Prospect Resources Ltd",2025-03-11T00:00:00,545e76bb-f2c7-4b08-b918-96a5c25c9295,published,success
8b9c8173-fbee-4674-8d3c-f28457d36058,6752,8b9c8173-fbee-4674-8d3c-f28457d36058,"ARDIC-Developments delivers the first phase of Zizinia El Mostakbal project","<p>We have an ambitious plan to achieve growth and tackle the current challenges facing ARDIC. We are committed to delivering Zizizna El Mostakbal units to our clients as scheduled and we have an outs","Zawya",2024-05-28T00:00:00,0f9e88fb-3dcb-4bd8-8d6a-3f11d1b6c81c,published,success
b4f9d95a-f653-4f4e-808d-c3a350f85f0e,6738,b4f9d95a-f653-4f4e-808d-c3a350f85f0e,"Contract Signed for Hospital Construction","<p>This morning, Monday, March 17, 2025, the Minister of Planning and Housing, Mrs. Sarah Al-Zafrani Al-Zanzari, honored the procession of signing the contract for the construction and preparation of ","Tunisia Ministry of Equipment and Housing",2025-03-17T00:00:00,77b221ef-4c0c-4d43-a80a-e0d36a8f7f0b,published,success
cad58f58-7ab9-4539-9e03-effbb047fbed,6780,cad58f58-7ab9-4539-9e03-effbb047fbed,"Morocco Launches Feasibility Studies for New Rail Lines in Tanger and Tétouan","<p>Morocco’s national railway operator, ONCF, has commissioned a consortium comprising Spain’s Ineco and Moroccan engineering firm CID to conduct feasibility studies for two new passenger rail lines. ","ConstructAfrica",2024-10-16T00:00:00,6da830d8-a848-48e2-8358-d7bac73631a6,published,success
798a2c32-0a32-4d04-a99c-bf02fe5aec59,7231,798a2c32-0a32-4d04-a99c-bf02fe5aec59,"Interest Invited for Study Amendments","<p>The Federal Democratic Republic of Ethiopia has received financing from the African Development Bank] toward the cost of the Mekele-Dallol &nbsp;&amp; Semera-Afdera Power &nbsp;Transmission &nbsp;S","EEP",2024-06-20T00:00:00,60e0702b-4479-454b-a452-56ccacdb4d0c,published,success
741dec63-f900-49d4-aec6-d6ad50b44098,7232,741dec63-f900-49d4-aec6-d6ad50b44098,"Interest Invited for Study Amendments","<p>The Federal Democratic Republic of Ethiopia has received financing from the African Development Bank] toward the cost of the Mekele-Dallol &nbsp;&amp; Semera-Afdera Power &nbsp;Transmission &nbsp;S","EEP",2024-06-20T00:00:00,633ce177-5bba-4374-b8a5-5093fd4aa3df,published,success
b276ff5d-7e53-48db-9842-3cc2b315fa16,7238,b276ff5d-7e53-48db-9842-3cc2b315fa16,"SMEC Appointed to Review Project Feasibility","<p>IPSL Ghana Ltd has appointed SMEC to review the feasibility of a proposed 180 MW Hydroelectric Project along the Mano River, Sierra Leone. The Mano River originates in the Guinea Highlands in Liber","SMEC",2022-09-16T00:00:00,4245afba-a2ef-440c-916e-a24dbffbb573,published,success
4a1f6c2e-9d85-4c52-b4c4-0049aed84738,6750,4a1f6c2e-9d85-4c52-b4c4-0049aed84738,"Bloomfields Project by Tatweer Misr Celebrates Remarkable Achievements, Sets Record Sales in 2024","<p>Tatweer Misr has successfully executed the Bloomfields project, which was launched in 2018. Construction work commenced in the first half of 2020 in Mostakbal City, located on the Cairo-Suez Road b","Invest Gate",2024-07-23T00:00:00,f4721a1f-1231-4c4b-89f0-9bff83f4fadb,published,success
22be404c-2a49-4cab-b011-60725ceeacfd,6733,22be404c-2a49-4cab-b011-60725ceeacfd,"Hassan Allam Construction, has been awarded the construction works for Locanda Hotel and Serviced Apartments – Phase 1","<p>Hassan Allam Holding is proud to announce that its subsidiary, Hassan Allam Construction, has been awarded the construction works for Locanda Hotel and Serviced Apartments – Phase 1, located in “SO","Hassan Allam",2025-03-11T00:00:00,06b65306-32c1-439d-946e-fea109ca229f,published,success
9e3332eb-9987-416d-b8fb-1086a5878352,6749,9e3332eb-9987-416d-b8fb-1086a5878352,"Nigeria seeks consultants for a sanitation masterplan and associated works","<p>Nigeria’s&nbsp;Ondo&nbsp; State Water&nbsp; Corporation&nbsp;is inviting consulting firms to express interest&nbsp;in providing consultancy services for the preparation of participatory sanitation ","ConstructAfrica",2024-11-12T00:00:00,ad879c12-146b-4c21-8fe4-237f49d7400a,published,success
12aaed53-14c1-49be-8702-315819132526,6727,12aaed53-14c1-49be-8702-315819132526,"Government Says Work Underway on Egypt Section","<p dir=""ltr"">In late February, a delegation from the Egyptian government met with President Mahamat Deby to discuss cooperation for trade. The head of state highlighted the importance of the proposed ","ConstructAfrica",2025-02-18T00:00:00,e240ed0c-f19b-4f7b-b1a3-3c1a8cddb21c,published,success
2bd26b28-badc-4a6c-8e9d-9951c8452270,6726,2bd26b28-badc-4a6c-8e9d-9951c8452270,"Libyan Fund Signs MoU for Road Project","<p>In September, Arab Contractors Company signed an MoU with the Libya Development and Reconstruction Fund for studies on the 393km section of the road in Libyan territory. The firm was to immediately","ConstructAfrica",2024-09-07T00:00:00,139fcc0f-0f7a-4963-b0bd-45970080af42,published,success
df1d093c-edcc-4504-acf3-5078fb54dbcf,6725,df1d093c-edcc-4504-acf3-5078fb54dbcf,"Governments Move on Transnational Road","<p dir=""ltr"">The Chadian government is looking to construct a road linking to its North African neighbours Egypt and Libya. In late February, a delegation from the Egyptian government met with Preside","ConstructAfrica",2025-02-18T00:00:00,33b5f960-4a3b-4037-89b8-12a18bec489c,published,success
40120a67-f88d-41cd-9e15-1cc266a9692f,6722,40120a67-f88d-41cd-9e15-1cc266a9692f,"Adamawa Governor Announces Solar Project","<p>On 4 March, Adamawa State Governor Ahmadu Fintiri posted on his X/Twitter account:<br><br>""Today, we advanced Adamawa’s energy future by partnering with the Rural Electrification Agency to expand r","Adamawa state government",2025-03-04T00:00:00,a610d99b-a278-4ec6-a2e4-6fcbac0e64e6,published,success
00b35676-125d-4a35-a135-ffb99ac543fc,6723,00b35676-125d-4a35-a135-ffb99ac543fc,"REA Announces Partnership with Adamawa Government","<p>This week, the Rural Electrification Agency (REA) activated a strategic partnership with the Adamawa state government to develop a 300MW solar PV farm aimed at expanding renewable energy access and","REA",2025-03-06T00:00:00,a610d99b-a278-4ec6-a2e4-6fcbac0e64e6,published,success
1c0b75da-01cf-4508-a485-e6a067108773,6724,1c0b75da-01cf-4508-a485-e6a067108773,"REA on Partnership with Adamawa Government","<p>MD/CEO of Nigeria's Rural Electrification Agency (REA) Abba Aliyu posted in mid-March on LinkedIn:&nbsp;</p><p>As a testament to our shared commitment to bridging the energy access gap and unlockin","REA",2025-03-10T00:00:00,a610d99b-a278-4ec6-a2e4-6fcbac0e64e6,published,success
19d89af3-36df-415c-84d1-29ce2871a3ac,6721,19d89af3-36df-415c-84d1-29ce2871a3ac,"RFP for the Selection of a Consultant for the Development of a Comprehensive RFP Document for the Trans-Kalahari Railway Project","<p>Download the Request for Proposal (RFP) <a href=""https://tkrpmo.com/wp-content/uploads/2024/07/Clarification-005-RFP-for-the-Selection-of-a-Consultant-for-the-Development-of-a-Comprehensive-RFP-Doc","TKR-PMO",2024-07-17T00:00:00,9704ae93-6595-4cf7-b1eb-ba3b82d4a7a8,published,success
cb1bebc8-5d57-45e5-9669-5fa4c31d3fe2,6720,cb1bebc8-5d57-45e5-9669-5fa4c31d3fe2,"Sino-Tan Industrial Park to create 100,000 employments","<p>CONSTRUCTION progress of the Sino-Tan Industrial Park has reached a good stage of construction and is expected to be completed soon.</p><p>The facility is expected to have nearly 300 industries and","The Guardian",2024-07-18T00:00:00,1a41facc-af49-466c-a811-4da8208a906c,published,success
592bb54c-1dc5-4008-81d3-cb1625f65a28,6719,592bb54c-1dc5-4008-81d3-cb1625f65a28,"Strategic and operational progress was made at the Steelpoortdrift Vanadium Project","<p>Execution of partly-binding MOU with China Energy International Group, a subsidiary of energy conglomerate China Energy Engineering Corporation, to negotiate EPC-F services.</p><p>The EPC-F relatio","Vanadium Resources",2024-10-31T00:00:00,ca5eb383-8c45-4d63-9fe7-d72de3609577,published,success
dd6fc601-66d4-4f26-99c0-8bd5d3665a14,6718,dd6fc601-66d4-4f26-99c0-8bd5d3665a14,"Joint Venture Agreement Signed to Develop HMS Projects","<p>On 12 June 2024, MRG entered into a Binding Joint Venture Agreement (JVA) with Sinowin Lithium (HK) Co., Ltd and SINOWIN Lithium Cobalt (ShenZhen) Ltd (SLC) to develop its Mozambique Corridor Sands","MRG Metals",2024-10-21T00:00:00,7ef2810e-f815-4661-b13e-5d224e191b87,published,success
875a53fe-3aef-4fdf-8095-45e801344210,6717,875a53fe-3aef-4fdf-8095-45e801344210,"Joint Venture Agreement Signed to Develop HMS Projects","<p>On 12 June 2024, MRG entered into a Binding Joint Venture Agreement (JVA) with Sinowin Lithium (HK) Co., Ltd and SINOWIN Lithium Cobalt (ShenZhen) Ltd (SLC) to develop its Mozambique Corridor Sands","MRG Metals",2024-10-21T00:00:00,3e00fec1-26a8-42b5-a03c-2c333a704237,published,success
35a16069-c07e-48a3-80ba-c5365146223d,6716,35a16069-c07e-48a3-80ba-c5365146223d,"Joint Venture Agreement Signed to Develop HMS Projects","<p>On 12 June 2024, MRG entered into a Binding Joint Venture Agreement (JVA) with Sinowin Lithium (HK) Co., Ltd and SINOWIN Lithium Cobalt (ShenZhen) Ltd (SLC) to develop its Mozambique Corridor Sands","MRG Metals",2024-10-21T00:00:00,7ae02988-d388-4a71-a0d6-f69571cfd49d,published,success
ca9db414-e6f2-4a27-9e3f-58890e3f554d,6728,ca9db414-e6f2-4a27-9e3f-58890e3f554d,"15-Year Concession","<p>The Chongoene Development Corridor Project has made significant progress with the official signing of a 15-year concession for the construction, operation, and management of the Chongoene Port Term","ConstructAfrica",2024-10-16T00:00:00,3cec2847-127c-42bc-8839-053d1a908f78,published,success
ec66d54b-afc3-42ca-baad-9becc75e4524,6715,ec66d54b-afc3-42ca-baad-9becc75e4524,"Anglo American Platinum approves the Mototolo / Der Brochen life extension project","<p>The execution of the project will begin in Q1 2022. The total capital investment is expected to be R3.9billion (c.$245 million) in nominal terms. Capital investment is over six years, with the majo","AngloAmerican Platinum",2021-12-10T00:00:00,ac19ef94-1709-4981-9f45-5763e420d27d,published,success
ac56133e-bbd1-4754-a38d-f7a3077e2356,6713,ac56133e-bbd1-4754-a38d-f7a3077e2356,"Lifezone Metals and Japan Organization for Metals and Energy Security (JOGMEC) Sign Memorandum of Understanding","<p>Strategic Partnership to Secure Cleaner Nickel, Copper and Cobalt from the Kabanga Nickel Project for the Japanese Battery Industry</p><p>Lifezone Metals Limited’s Chief Executive Officer, Chris Sh","Lifezone Metals",2024-10-03T00:00:00,2c0c97e9-a92b-488d-b8dc-637214925299,published,success
c1daf553-5a5e-4c99-a9b0-e085ce21e1b1,6714,c1daf553-5a5e-4c99-a9b0-e085ce21e1b1,"Lifezone Metals Announces Initiation of Project Financing Process for the Kabanga Nickel Project in Tanzania","<p>U.S. International Development Finance Corporation Provides Letter of Interest for Loan Application</p><p>Societe Generale Appointed as Lead Financial Advisor</p><p>Lifezone Metals Limited’s Chief ","Lifezone Metals",2024-09-23T00:00:00,2c0c97e9-a92b-488d-b8dc-637214925299,published,success
18a07c1e-70eb-4bc0-bc77-3a700b8618a0,6712,18a07c1e-70eb-4bc0-bc77-3a700b8618a0,"DRA indicated that new feasibility study expected to be completed in first half of 2025","<p>Further work is required on the selected single-phase development option to elevate the confidence level of the PEA towards the New Feasibility Study. DRA has indicated that this work is expected t","Caledonia Mining Corporation",2024-09-01T00:00:00,17aba0dc-9b27-45e7-a190-3638b816085e,published,success
199015ef-55ff-4592-8735-52967ed377f6,6711,199015ef-55ff-4592-8735-52967ed377f6,"Zimbabwe seeks $950 million in new bid to kickstart mining firm","<p>Zimbabwe’s state miner is planning a fresh bid to kickstart a range of projects a year after the government took full control of the company.</p><p>Kuvimba Mining House Ltd., under new chief execut","The Northern Miner Group",2025-02-13T00:00:00,a570e728-1ac4-4e80-b2c6-7106225dc346,published,success
8933afc7-628b-4621-9b2e-324a4feb5fbf,6710,8933afc7-628b-4621-9b2e-324a4feb5fbf,"AngloGold Ashanti is making progress with mining license application for Doropo Gold Project","<p>AngloGold Ashanti is making progress with the mining license application for Doropo project, which is expected to be obtained by the end of 2024.&nbsp;</p><p>A pre-feasibility study was completed i","ConstructAfrica",2024-10-17T00:00:00,4cc4c0e5-5068-40f5-bb08-bec8e58cb620,published,success
9c37c07c-1f23-4bdb-9a7a-1db5859844a4,6709,9c37c07c-1f23-4bdb-9a7a-1db5859844a4,"Mkango Signs Mining Development Agreement with Malawi Government for Songwe Hill Rare Earth Project","<p>Mkango Resources Ltd. is pleased to announce that Lancaster Exploration Limited, a British Virgin Islands company and Lancaster Exploration Limited, a Malawi company, both &nbsp;100% owned subsidia","Mkango Resources",2024-07-29T00:00:00,7bbd96af-d566-4c05-b407-9f9015fae015,published,success
28086db7-add4-41f5-a756-a4c75713584a,6707,28086db7-add4-41f5-a756-a4c75713584a,"Demonstration Plant Commences Commissioning","<p>Giyani Metals Corp, developer of the K.Hill Battery-Grade Manganese Project in Botswana, is pleased to provide an update on construction of the Demonstration Plant (“Demo Plant”) where the facility","Giyani Metals",2024-10-22T00:00:00,05e45f7b-8f9e-40ee-9e8e-e130ac362ab5,published,success
2255e59c-1e1e-4380-be21-079c62e52d62,6706,2255e59c-1e1e-4380-be21-079c62e52d62,"Dougou Extension Feasibility Study Phase 1","<p>Dougou Extension (“DX”) Sylvinite Defined Feasibility Study Phase 1</p><p>The DX Project update of the JORC (2012) compliant Mineral Resource, Ore Reserve, PFS information and Production Target was","Kore Potash",2024-09-13T00:00:00,692e6d74-9b32-4949-a2bc-c1b2bc10292e,published,success
b42c20bc-2dd2-460b-a2ab-081b56f60674,6705,b42c20bc-2dd2-460b-a2ab-081b56f60674,"Wood secures engineering contract on one of Cameroon’s first mining projects","<p>Wood has been awarded an engineering scope for the Ngovayang Iron Ore project in Southern Cameroon, one of the first mining projects in the country. The project will support the global demand for c","Wood",2025-02-04T00:00:00,d52ecaeb-c8c9-4dea-b03e-9d9217dac0ad,published,success
ce3af6aa-8628-4b19-bd6b-83f30876241f,6703,ce3af6aa-8628-4b19-bd6b-83f30876241f,"Bengwenyama platinum update","<p>The October 2024 PFS proposes that production is sourced from only the upper group two (UG2) reef, and mainly on the shallower farm, Eerstegeluk. The life-of-mine from the UG2 reef is estimated at ","Mining Weekly",2025-02-14T00:00:00,f9250d88-8b93-459e-8383-f2d8d1bb1b81,published,success
550ed185-ab26-4a1d-b746-33afa1ee1700,6704,550ed185-ab26-4a1d-b746-33afa1ee1700,"Prefeasibility Study Results for Bengwenyama Project","<p>Prefeasibility Study Results: Project NPV8 of USD1.059bn Maiden JORC Ore Reserve of 6.29 million oz @ 6.17g/t PGM (6E)</p><p>Key Study Parameters</p><ul><li>Prefeasibility Study (PFS) completed for","Southern Palladium",2024-10-24T00:00:00,f9250d88-8b93-459e-8383-f2d8d1bb1b81,published,success
d94fa621-1364-452f-80d8-addebd1eb500,6702,d94fa621-1364-452f-80d8-addebd1eb500,"Mopani Copper Mines: Key Highlights of IRH’s Transformational Operations","<p>IRH acquired the Mopani Copper Mines in early 2024 with the strategic vision to transform it into the most productive copper mine in the Copperbelt. By applying advanced and innovative new technolo","International Resources Holding (IRH)",2024-10-31T00:00:00,2a10dcbe-5777-4062-bd1a-853ef8737102,published,success
c825baf7-fb8f-40ea-86c7-248e9f47b308,6701,c825baf7-fb8f-40ea-86c7-248e9f47b308,"Lenders Consortium Sign Term Sheet for Ngualla Project","<p>Peak Rare Earths Limited is pleased to announce the signing of a non-binding indicative Lenders Consortium Term Sheet as part of its project financing process for the Ngualla Rare Earth Project. Th","Peak Rare Earths",2024-07-16T00:00:00,bc1a98a7-a0d8-4a02-96f3-837e482d7d4b,published,success
8ef07da1-704e-438f-9401-aca00b216fce,6700,8ef07da1-704e-438f-9401-aca00b216fce,"KEFI is swiftly advancing its Early Works at Tulu Kapi","<p>KEFI is swiftly advancing its Early Works at Tulu Kapi in Ethiopia, benefiting from the overtly supportive local community. The lack of legacy social or environmental issues at Tulu Kapi, such as t","Kefi Minerals",2024-09-30T00:00:00,2eee90a6-1f03-4036-9a53-dd8b7a80c520,published,success
8e98dfb7-448d-4fd8-a2db-bdb2b1a948d4,6699,8e98dfb7-448d-4fd8-a2db-bdb2b1a948d4,"Treadstone Resource Partners engaged as strategic and financial advisors for Chilalo Graphite Project","<p>Treadstone Resource Partners engaged as strategic and financial advisors to coordinate and broaden the Company’s ongoing strategic investor process, aiming to secure additional financing support fo","Evolution Energy Minerals",2024-07-31T00:00:00,996a5fd9-31ef-4af2-b406-c16ccb245f49,published,success
c7364565-2e20-449a-8390-6aa034052e3b,6698,c7364565-2e20-449a-8390-6aa034052e3b,"Magnis provided update on financing Nachu Graphite Project","<p>Magnis Energy Technologies has provided an update on the financing of the Nachu Graphite Project in Tanzania which is 100% owned by Magnis. After 4 months of diligence, Singapore-based PEY entered ","Magnis Energy Technologies",2024-03-04T00:00:00,c4e11378-2ce7-42e5-ab53-e1ae9c6a0c4f,published,success
745936e2-30b1-4e4d-8d91-540421893b4b,6729,745936e2-30b1-4e4d-8d91-540421893b4b,"Progress on Ibom Deep Seaport (IDSP)","<p>Recent developments indicate significant progress in the Ibom Deep Seaport (IDSP) project in Akwa Ibom State, Nigeria. On March 9, 2025, the Akwa Ibom State Government reaffirmed its commitment to ","ConstructAfrica",2025-03-09T00:00:00,3e98ae88-ae5b-4963-8088-6fa24d188cac,published,success
ebe16965-8a8a-42d0-9b6a-4ce483528351,6696,ebe16965-8a8a-42d0-9b6a-4ce483528351,"Ruto announces construction of Bomas International Convention Complex to begin in two weeks","<p>President William Ruto has announced that the construction of the Bomas International Convention Complex will begin in the next two weeks.</p><p>Ruto made the announcement during a Cabinet meeting ","Citizen Digital",2025-03-11T00:00:00,0bd8f1c6-7f7b-49af-bd61-6712499b0106,published,success
4555d1f7-c2b4-4411-b37b-1f0277261de0,6697,4555d1f7-c2b4-4411-b37b-1f0277261de0,"Chalets For Sale in Telal El Sokhna Resort","<p>Ain Sokhna is inviting interested parties to book one of the chalets for sale in Telal El Sokhna Resort. The prices of the two-bedroom apartment start from 5,900,000 EGP.</p><p>Read more <a href=""h","Ain Sokhna",2025-03-14T00:00:00,e9d8087c-a5c3-4a62-ba22-4d1486883252,published,success
75fa02a4-51f5-4119-82d2-befc525b0320,6708,75fa02a4-51f5-4119-82d2-befc525b0320,"Skikda refinery hydrocracker package open for new bids","<p>Algeria’s national oil and gas company, Sonatrach, has reissued a tender for the construction of a fuel oil conversion unit and related infrastructure at the Skikda refinery. This follows the cance","ConstructAfrica",2024-11-04T00:00:00,63ef9f67-676a-4c45-8c24-9b92b3ee1019,published,success
046b6c2b-1380-4578-9617-0132bbed432b,6687,046b6c2b-1380-4578-9617-0132bbed432b,"World Bank Lends US$750 Million for Distributed Power in Nigeria","<p>Nigeria’s Ministry of Finance has signed an agreement with the World Bank for the provision of US$750 million in credit for the implementation of the Distributed Access through Renewable Energy Sca","ConstructAfrica",2024-04-15T00:00:00,beb2ad67-f912-4d4f-a029-430dd03bbbb2,published,success
0d6035e3-e20f-439b-b086-13ecaa1bfbf9,6689,0d6035e3-e20f-439b-b086-13ecaa1bfbf9,"Nigeria Signs MoUs for DARES Solar Project","<p>Nigeria’s Rural Electrification Agency (REA) has signed memorandums of understanding (MoUs) with five companies for nearly 1.3GW of solar power capacity under the Distributed Access through Renewab","ConstructAfrica",2024-07-08T00:00:00,beb2ad67-f912-4d4f-a029-430dd03bbbb2,published,success
f9aa70ea-50df-4afe-bf72-06d6158d0865,6688,f9aa70ea-50df-4afe-bf72-06d6158d0865,"Ashipa Electric Announces Signing of MoUs","<p>Ashipa Electric is proud to announce our participation in a landmark initiative to enhance Nigeria's renewable energy landscape.</p><p><br>To meet the President of the Federal Republic of Nigeria, ","ConstructAfrica",2025-03-12T00:00:00,beb2ad67-f912-4d4f-a029-430dd03bbbb2,published,success
f318a49f-dbb5-4a66-b3da-445fb18752dc,7298,f318a49f-dbb5-4a66-b3da-445fb18752dc,"First set of Grant Agreements Signed with RESCOs","<p>Today, the Rural Electrification Agency of Nigeria (REA) officially Signed the First Set of Grant Agreements Under the DARES Project, targeting 17.5 million Nigerians, and Contributing to the hasht","Rural Electrification Agency of Nigeria",2025-05-01T00:00:00,beb2ad67-f912-4d4f-a029-430dd03bbbb2,published,success
65c58136-e5b7-4ccf-8ef6-e9c89abfa6aa,6684,65c58136-e5b7-4ccf-8ef6-e9c89abfa6aa,"Delays on Kampala-Jinja Project","<p>The 1.5 km Mabira segment of the Kampala-Jinja highway has undergone maintenance, according to Works and Transport Minister Gen. Edward Katumba Wamala.</p><p>On 6 January 2025, Katumba made the com","Ugandan government",2025-01-06T00:00:00,ce385277-135b-4b97-86df-691a9feef122,published,success
0422eed1-7183-4d5c-8fb5-80738a1c1db4,6732,0422eed1-7183-4d5c-8fb5-80738a1c1db4,"Mbah flags off 300-bed Enugu International Hospital","<p>Peter Mbah, governor of Enugu State, has flagged off the 300-bed Enugu international hospital and pledged to make the state a hub of medical tourism.</p><p>The governor, who made this known while f","Business Day Nigeria",2024-11-10T00:00:00,088b5f16-d31c-458e-8582-82c2a6fae638,published,success
63f530cb-1244-4f90-a1b7-5053a6679b9b,6690,63f530cb-1244-4f90-a1b7-5053a6679b9b,"Reservations of appartments at Sky 180 is underway","<p>Modern Construction Congo is inviting interested paties who would like an apartment at Sky 180 to make a reservation.</p><p>Read more <a href=""https://www.instagram.com/p/C--hHUaNGf3/?hl=en&amp;img","Modern Construction Congo",2024-08-22T00:00:00,53636dc4-7034-410c-87d6-fe1dcb81934c,published,success
ab6d45a3-7063-483b-be1d-17d215cceb17,6691,ab6d45a3-7063-483b-be1d-17d215cceb17,"Residential Units for Isola Sheraton are for sale","<p>The developers of Isola Sheraton project have announced that excavation and concrete pouring have already commenced on an approximately 45-acre plot of land. The project area boasts a wide range of","Coldwell Banker Egypt",2025-03-11T00:00:00,959747cd-d230-480a-a154-a5dbcc080db3,published,success
a4463664-ac0d-484e-9f4a-39e6db463d36,6730,a4463664-ac0d-484e-9f4a-39e6db463d36,"Equity Group arm to build Kigali Financial Towers in $100m investment","<p>Equity Bank Group is set to fund to a tune of $100 million the construction of Kigali Financial Towers through Equity Holding (EH) Venture Capital.</p><p>EH is the investment arm of the Nairobi-hea","The East African",2022-06-21T00:00:00,08141fb3-9b18-4018-985f-541dc26a818b,published,success
5a48d9c6-feb8-453a-8af8-4e4f0cd32752,6692,5a48d9c6-feb8-453a-8af8-4e4f0cd32752,"Reservations of appartments at IL Monte Galala Sokhna is underway","<p>Inland Properties Group is inviting interested parties who would like an apartment at L Monte Galala Sokhna to make a reservation. The prices are as follows:</p><ul><li>Apartment starts from &nbsp;","Inland properties Group",2024-05-20T00:00:00,4b9fc84f-f401-45b9-a17c-d58abf4873b7,published,success
f5485811-5d89-46cc-8fbb-60c139c9d59c,6682,f5485811-5d89-46cc-8fbb-60c139c9d59c,"Afreximbank and Kenya partner to develop industrial parks and SEZs, accelerating industrialization, boosting exports, and positioning Kenya as a manufacturing hub","<p>African Export-Import Bank (Afreximbank), Africa’s foremost trade development Bank, today in Mombasa, Kenya, ratified a series of initiatives designed to support Kenya’s industrialisation and expor","TechAfrica News",2025-03-03T00:00:00,637be709-48db-4d92-95e7-edc4c43b64ca,published,success
c77d2ccc-ad67-47e7-a379-407d1c8fb342,6683,c77d2ccc-ad67-47e7-a379-407d1c8fb342,"Government Declares Olkaria a Special Economic Zone to Boost Industrialisation and Clean Energy Investment","<p>The Government of Kenya, through the Ministry of Investments, Trade, and Industry, has officially declared the Olkaria area in Naivasha, a Special Economic Zone (SEZ). This milestone is set to posi","KenGen",2025-02-28T00:00:00,637be709-48db-4d92-95e7-edc4c43b64ca,published,success
4228db7b-7ca7-40d7-811e-355f79d4d1b1,6671,4228db7b-7ca7-40d7-811e-355f79d4d1b1,"FG sets November deadline for East-West Road completion","<p>The Federal Government has given the contractors handling the Mbiama section of the East-West Road a marching order to complete the project by November 2025.</p><p>Minister of Works, David Umahi, w","The Guardian Nigeria",2025-03-12T00:00:00,b1a97218-60f7-4ceb-bdee-70db6f41c112,published,success
6514f2c6-0876-46ec-b7f4-344f087a20d1,6773,6514f2c6-0876-46ec-b7f4-344f087a20d1,"International Shipping Lines Begin Operations at Lekki Port","<p>Three international shipping lines – China's COSCO, Japan's Ocean Network Express and Israel's Zim – launched operations at Lekki port in November 2024.</p><p>&nbsp;</p><p>Read the story <a href=""h","Nanyang Technological University",2024-11-25T00:00:00,fe609473-c1a7-447c-bce4-b6b12e92c780,published,success
d1363064-1d60-46af-b97c-23355ea644e3,6650,d1363064-1d60-46af-b97c-23355ea644e3,"Bids invited for water supply project in Mozambique","<p>Mozambique’s Water and Sanitation Infrastructure Administration is inviting bids without prequalification for the construction, rehabilitation and expansion of Nametil and Malema City Water Supply ","ConstructAfrica",2023-08-25T00:00:00,90ef37e3-a4b1-4f02-bbd9-3c17fd728e1f,published,success
b1f39a96-eb28-4408-9baf-46a1793d0350,6651,b1f39a96-eb28-4408-9baf-46a1793d0350,"WIETIC wins bids for Nampula Water Supply Project","<p>Situated in the Malema and Nametil districts of Nampula Province in northern Mozambique, the project is funded by the World Bank. The construction scope includes the repair of existing water supply","GoalFore Advisory",2024-08-13T00:00:00,90ef37e3-a4b1-4f02-bbd9-3c17fd728e1f,published,success
5b991e61-8661-4d0d-b311-245176f286ff,6652,5b991e61-8661-4d0d-b311-245176f286ff,"IFC Invests in Lagos Free Zone","<p>IFC has announced an equity investment of up to $50 million in Lagos Free Zone Company to support the development and expansion of Nigeria’s first deep-sea port-based, private special economic zone","IFC",2025-02-07T00:00:00,1c8c0793-1f31-4416-b84f-ee4ac267a099,published,success
